t,phase,n,n_normal,p_used_gf,p_lplc2_only,mean_z_gf,mean_z_lplc2,mean_leak_share,mean_fitness
28,select,103,0,0.941747572815534,0.038834951456310676,-0.04621587069270883,-0.004342454698199835,0.3771108463315419,0.5219500271715708
29,select,99,0,0.9595959595959596,0.020202020202020204,-0.03844561594899387,-0.0006177801401447848,0.3796907475542881,0.5127221014401061
30,select,104,0,0.9134615384615384,0.057692307692307696,-0.037331254289891216,-0.008325031787392072,0.37694243838042724,0.5333997377882215
31,select,84,0,0.9523809523809523,0.047619047619047616,-0.03398891360785443,0.010935583224249387,0.3788124659979023,0.5212611133829106
32,select,86,0,0.9069767441860465,0.046511627906976744,-0.05778276156790971,0.004502625297973914,0.37650857581217373,0.5321526569155138
33,select,86,0,0.813953488372093,0.1511627906976744,-0.06129967662493253,0.008796281367122677,0.3777418141101847,0.5810651322231072
34,select,86,0,0.7906976744186046,0.20930232558139536,-0.09093607465074874,0.019052156318959335,0.382742370107443,0.6009945523070389
35,select,100,0,0.81,0.18,-0.09610828115128119,0.027026266474269,0.38515634734757725,0.5887449240393934
36,select,90,0,0.8222222222222222,0.16666666666666666,-0.09598112761702714,0.03709979323362426,0.3871303461679385,0.5820929601795658
37,select,89,0,0.6966292134831461,0.2696629213483146,-0.13283532091861847,0.03431807900927981,0.38085798083371264,0.6380259294481567
38,select,103,0,0.6601941747572816,0.30097087378640774,-0.17345936975764606,0.032996044763541996,0.3783504032432467,0.6548134234980906
39,select,130,0,0.6461538461538462,0.3230769230769231,-0.17933322902017343,0.03380205160648811,0.3759692789671538,0.6633663421622596
40,select,135,0,0.5851851851851851,0.32592592592592595,-0.20410110868515577,0.032927522066186196,0.3816467923881043,0.6784311648883674
41,outcross,176,88,0.7670454545454546,0.19886363636363635,-0.1160962647078004,0.016340841532615107,0.3778978895424743,0.9950010775024208
42,follow,348,0,0.8247126436781609,0.15804597701149425,-0.1187367669055368,0.01612326418995564,0.37733699689089667,0.9954431138782841
43,follow,400,0,0.82,0.1525,-0.11801675918225542,0.01960626934051319,0.3784172349338484,0.9953857069528016
44,follow,400,0,0.82,0.17,-0.1239991203577867,0.035447524532458384,0.38238494079355867,0.9951458233657504
45,follow,400,0,0.77,0.2025,-0.12164824233644189,0.03505533264739886,0.3825221496839985,0.9947529483076366
46,follow,400,0,0.8025,0.1875,-0.11509535047991701,0.024528857063905445,0.379305246883449,0.9947070103146083
47,follow,400,0,0.8025,0.1625,-0.11718079038050135,0.02227903142673878,0.37908232612937576,0.9947839542035427
48,follow,400,0,0.7875,0.19,-0.10800585330672106,0.025244115153390565,0.37734905104724703,0.9946050636729583
49,follow,400,0,0.79,0.195,-0.11491020664501254,0.026503883670547887,0.3785516820973879,0.9945287784763233
50,follow,400,0,0.8175,0.16,-0.10198229710296954,0.029259554560168207,0.3777977499809617,0.9945226897366933
51,follow,400,0,0.8625,0.1225,-0.08934074976982305,0.028387693408884744,0.37972652856943784,0.9946721996688197
52,follow,400,0,0.795,0.1775,-0.09559120625551501,0.03075724268797499,0.37886502212340534,0.9943546869209001
53,follow,400,0,0.7925,0.18,-0.10399044490652486,0.028103331613782215,0.37933060391497847,0.9941267883139457
54,follow,400,0,0.785,0.195,-0.11254341265514274,0.03194564679538518,0.37930292410680155,0.9940049755230222
55,follow,400,0,0.745,0.2325,-0.12109347264630457,0.03340833896723924,0.3799455854094586,0.9941115043024027
56,follow,400,0,0.775,0.2125,-0.11744497477964938,0.048212221560997186,0.3832070861668042,0.9936178805592557
57,follow,400,0,0.7475,0.2425,-0.11938613354213047,0.039561834783452515,0.38164753423348585,0.9934893872259843
58,follow,400,0,0.77,0.2125,-0.11068763439035958,0.0408348425880456,0.3800787497255368,0.9933769737377455
59,follow,400,0,0.75,0.235,-0.11812756226709822,0.037148013452924,0.3795269187377588,0.9933922292437503
60,follow,400,0,0.7525,0.22,-0.13152475163089894,0.03831609125585899,0.38235208532679016,0.9935378335849517
61,follow,400,0,0.7625,0.2025,-0.13614383300224076,0.04025594178718714,0.3833817613965027,0.9930438159196949
62,follow,400,0,0.7025,0.27,-0.1492034643095438,0.051648187716059814,0.3839415467135215,0.9925705513474575
63,follow,400,0,0.72,0.2525,-0.15113068380143085,0.06183362772907227,0.3857151894107116,0.9923745586488458
64,follow,400,0,0.7075,0.2725,-0.15585547216717577,0.06964362032841626,0.3876155985335722,0.9923115742815142
65,follow,400,0,0.695,0.2725,-0.16108339504982763,0.07083638667745464,0.3889934638950998,0.9920443756318599
66,follow,400,0,0.7225,0.25,-0.16495451253352672,0.07944109726378117,0.390395425981248,0.9921268100934282
67,follow,400,0,0.695,0.2825,-0.17077082978383742,0.083393235299542,0.3933270875628092,0.9914998739998402
68,follow,400,0,0.66,0.3075,-0.1724067379846708,0.081416341223066,0.391729671095431,0.9915560238205575
69,follow,400,0,0.73,0.2575,-0.15253829902521734,0.088382069042866,0.3948152168312704,0.9920651620104531
70,follow,400,0,0.6975,0.27,-0.15867578282703462,0.09417412248668264,0.3955977865874037,0.9913326772095931
71,follow,400,0,0.7325,0.24,-0.15269451386797372,0.09793074410052106,0.39619785839762756,0.9919319963389518
72,follow,400,0,0.715,0.2675,-0.15418393546648312,0.10063524530902417,0.3961643891063295,0.991608686746032
73,follow,400,0,0.7525,0.23,-0.15642049271247824,0.09272254454321949,0.39435977024503416,0.9913244912890411
74,follow,400,0,0.71,0.265,-0.1831590108661626,0.09629734829936826,0.3962043663796462,0.9909649792577173
75,follow,400,0,0.67,0.305,-0.192701217239803,0.09528370292118205,0.39764129792682806,0.990621379494498
76,follow,400,0,0.735,0.245,-0.18379592770922773,0.10348331670177373,0.40068467944972497,0.9903902422397414
77,follow,400,0,0.7075,0.26,-0.17638286337577483,0.10160104860776902,0.40022987669941484,0.99031929196256
78,follow,400,0,0.705,0.2675,-0.17762036534199338,0.09116410367261914,0.39681811734295,0.9907358883512059
79,follow,400,0,0.7075,0.2525,-0.1819682813995704,0.08705813047233954,0.3963642103413868,0.9902889830164224
80,follow,400,0,0.7225,0.2425,-0.1868866142083857,0.09480991499224219,0.39760670983327523,0.9899260383921296
81,follow,400,0,0.7075,0.2675,-0.18405300335106012,0.09036740931053931,0.39691385784400673,0.9901370043478505
